Parent Airline,Airline,Aircraft Type,Current,Future,Historic,Total,Orders,Unit Cost,Total Cost (Current),Average Age,Aircraft  Manufacturer,Aircraft Model
El Al,El Al,Boeing 757,565,12,10,10,137,73,0,18,Boeing,757
El Al,Sun d'Or,Boeing 757,565,12,6,6,137,73,0,18,Boeing,757
Ethiopian Airlines,Ethiopian Airlines,Boeing 757,3,12,9,12,137,73,218,23.2,Boeing,757
EVA Air,EVA Air,Boeing 757,565,12,2,2,137,73,0,18,Boeing,757
EVA Air,Uni Air,Boeing 757,565,12,1,1,137,73,0,18,Boeing,757
FedEx Express,FedEx Express,Boeing 757,119,12,4,123,137,73,8628,25,Boeing,757
Finnair,Finnair,Boeing 757,565,12,7,7,137,73,0,18,Boeing,757
Grupo Aeromexico,Aeromexico,Boeing 757,565,12,11,11,137,73,0,18,Boeing,757
Gulf Air,Gulf Air,Boeing 757,565,12,1,1,137,73,0,18,Boeing,757
IAG,British Airways,Boeing 757,565,12,56,56,137,73,0,18,Boeing,757
IAG,Iberia,Boeing 757,565,12,30,30,137,73,0,18,Boeing,757
IAG,OpenSkies,Boeing 757,3,12,1,4,137,73,218,24.5,Boeing,757
IAG,Aer Lingus,Boeing 757,4,12,261,4,137,73,290,20.1,Boeing,757
Iceland Air Group,Iceland Air Group,Boeing 757,28,12,13,41,137,73,2030,21.5,Boeing,757
Jet2,Jet2,Boeing 757,11,12,5,16,137,73,798,26.8,Boeing,757
Kenya Airways,Kenya Airways,Boeing 757,565,12,1,1,137,73,0,18,Boeing,757
Monarch Airlines,Monarch Airlines,Boeing 757,565,12,10,10,137,73,0,18,Boeing,757
Oman Air,Oman Air,Boeing 757,565,12,1,1,137,73,0,18,Boeing,757
Qatar Airways,Qatar Airways,Boeing 757,565,12,1,1,137,73,0,18,Boeing,757
Royal Air Maroc,Royal Air Maroc,Boeing 757,565,12,2,2,137,73,0,18,Boeing,757
SAS Group,Air Greenland,Boeing 757,565,12,1,1,137,73,0,18,Boeing,757
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 757,565,12,10,10,137,73,0,18,Boeing,757
Singapore Airlines,Singapore Airlines,Boeing 757,565,12,4,4,137,73,0,18,Boeing,757
SunExpress,SunExpress,Boeing 757,565,12,4,4,137,73,0,18,Boeing,757
Thomas Cook Airlines,Condor,Boeing 757,13,12,20,33,137,73,943,17.5,Boeing,757
Thomas Cook Airlines,Thomas Cook Airlines,Boeing 757,2,3,21,26,3,73,145,15.7,Boeing,757
Thomas Cook Airlines,Thomas Cook Airlines Belgium,Boeing 757,565,12,1,1,137,73,0,18,Boeing,757
TUI Group,Thomson Airways,Boeing 757,14,12,17,31,137,73,1015,16.4,Boeing,757
TUI Group,TUIfly Nordic,Boeing 757,565,12,4,4,137,73,0,18,Boeing,757
United Airlines,United Airlines,Boeing 757,77,12,83,160,137,73,5583,18.9,Boeing,757
UPS Airlines,UPS,Boeing 757,75,12,261,75,137,73,5438,23.3,Boeing,757
Utair,Utair,Boeing 757,565,12,9,9,137,73,0,18,Boeing,757
WestJet,WestJet,Boeing 757,565,12,1,1,137,73,0,18,Boeing,757
Aeroflot,Aeroflot,Boeing 767,565,12,13,13,137,187,0,18,Boeing,767
Aeroflot,Rossiya Airlines,Boeing 767,565,12,3,3,137,187,0,18,Boeing,767
Air Algerie,Air Algerie,Boeing 767,2,12,7,9,137,187,374,26.3,Boeing,767
Air Astana,Air Astana,Boeing 767,3,12,2,5,137,187,561,3,Boeing,767
Air Canada,Air Canada,Boeing 767,15,12,48,63,137,187,2804,25.8,Boeing,767
Air Canada,Air Canada Rouge,Boeing 767,19,12,261,19,6,187,3551,18.6,Boeing,767
Air China,Air China,Boeing 767,565,12,15,15,137,187,0,18,Boeing,767
Air Europa,Air Europa,Boeing 767,565,12,7,7,137,187,0,18,Boeing,767
Air France/KLM,Air France,Boeing 767,565,12,9,9,137,187,0,18,Boeing,767
Air France/KLM,KLM,Boeing 767,565,12,12,12,137,187,0,18,Boeing,767
Air France/KLM,Martinair,Boeing 767,565,12,8,8,137,187,0,18,Boeing,767
Air India,Air India,Boeing 767,565,12,3,3,137,187,0,18,Boeing,767
Air Mauritius,Air Mauritius,Boeing 767,565,12,3,3,137,419,38425,18,Boeing,767
Air Namibia,Air Namibia,Boeing 767,565,12,1,1,137,419,38425,18,Boeing,767
Air New Zealand,Air New Zealand,Boeing 767,2,12,21,23,137,187,374,22.8,Boeing,767
Air Transport International,Air Transport International,Boeing 767,9,12,5,14,137,187,1682,30.4,Boeing,767
Air Transport Services,ABX Air,Boeing 767,28,12,27,55,137,187,5233,30.5,Boeing,767
Alitalia,Alitalia,Boeing 767,565,12,14,14,137,187,0,18,Boeing,767
All Nippon Airways,All Nippon Airways,Boeing 767,49,12,50,99,137,187,9158,15.7,Boeing,767
American Airlines,American Airlines,Boeing 767,33,12,74,107,137,187,6168,19.9,Boeing,767
Asiana Airlines,Asiana Airlines,Boeing 767,8,12,11,19,137,187,1495,20.3,Boeing,767
Atlas Air,Atlas Air,Boeing 767,25,12,1,26,19,187,4673,24.1,Boeing,767
Avianca,Avianca,Boeing 767,565,12,10,10,137,187,0,18,Boeing,767
Avianca,AeroUnion,Boeing 767,2,12,261,2,137,187,374,29.5,Boeing,767
Avianca,Avianca Cargo Colombia,Boeing 767,565,12,5,5,137,187,0,18,Boeing,767
China Airlines,China Airlines,Boeing 767,565,12,2,2,137,187,0,18,Boeing,767
China Eastern Airlines,China Eastern Airlines,Boeing 767,565,12,3,3,137,187,0,18,Boeing,767
China Eastern Airlines,Shanghai Airlines,Boeing 767,6,12,1,7,137,187,1121,15.7,Boeing,767
China Southern Airlines,China Southern Airlines,Boeing 767,565,12,6,6,137,187,0,18,Boeing,767
Delta Airlines,Delta Airlines,Boeing 767,85,12,39,124,137,187,15887,19.8,Boeing,767
EgyptAir,EgyptAir,Boeing 767,565,12,7,7,137,187,0,18,Boeing,767
El Al,El Al,Boeing 767,7,12,6,13,137,187,1308,21.1,Boeing,767
Ethiopian Airlines,Ethiopian Airlines,Boeing 767,6,12,12,18,137,187,1121,14.4,Boeing,767
Etihad Airways,Etihad Airways,Boeing 767,565,12,2,2,137,187,0,18,Boeing,767
EVA Air,EVA Air,Boeing 767,565,12,9,9,137,187,0,18,Boeing,767
FedEx Express,FedEx Express,Boeing 767,42,19,261,61,65,187,7850,2.6,Boeing,767
Garuda Indonesia,Garuda Indonesia,Boeing 767,565,12,19,19,137,187,0,18,Boeing,767
Grupo Aeromexico,Aeromexico,Boeing 767,565,12,16,16,137,187,0,18,Boeing,767
Gulf Air,Gulf Air,Boeing 767,565,12,22,22,137,187,0,18,Boeing,767
Hainan Airlines,Hainan Airlines,Boeing 767,3,12,2,5,137,187,561,14.1,Boeing,767
Hawaiian Airlines,Hawaiian Airlines,Boeing 767,8,12,10,18,137,187,1495,17.8,Boeing,767
IAG,Iberia,Boeing 767,565,12,2,2,137,187,0,18,Boeing,767
IAG,British Airways,Boeing 767,7,12,24,31,137,187,1308,21.9,Boeing,767
IAG,OpenSkies,Boeing 767,1,12,261,1,137,187,187,26.1,Boeing,767
IAG,Aer Lingus,Boeing 767,565,12,3,3,137,187,0,18,Boeing,767
Iceland Air Group,Iceland Air Group,Boeing 767,4,12,5,9,137,187,748,18,Boeing,767
Japan Airlines,Japan Transocean Air (72.8%),Boeing 767,565,12,2,2,137,187,0,18,Boeing,767
Japan Airlines,Japan Airlines,Boeing 767,39,12,21,60,137,187,7289,11.5,Boeing,767
Kenya Airways,Kenya Airways,Boeing 767,565,12,12,12,137,187,0,18,Boeing,767
LATAM Airlines Chile,LATAM Airlines Argentina,Boeing 767,3,12,261,3,137,187,561,10.3,Boeing,767
LATAM Airlines Chile,LATAM Airlines Brazil,Boeing 767,14,12,261,14,6,187,2617,6.2,Boeing,767
LATAM Airlines Chile,LATAM Airlines Chile,Boeing 767,20,12,2,22,137,187,3738,9.8,Boeing,767
LATAM Airlines Chile,LATAM Airlines Ecuador,Boeing 767,3,12,261,54,137,187,561,18,Boeing,767
LATAM Airlines Chile,LATAM Cargo Brazil,Boeing 767,3,12,261,3,137,187,561,12.6,Boeing,767
LATAM Airlines Chile,LATAM Cargo Chile,Boeing 767,3,12,261,3,137,187,561,12.3,Boeing,767
LOT Polish Airlines,LOT Polish Airlines,Boeing 767,565,12,10,10,137,187,0,18,Boeing,767
Lufthansa,Lufthansa,Boeing 767,565,12,3,3,137,187,0,18,Boeing,767
Lufthansa,Austrian Airlines,Boeing 767,6,12,261,6,137,187,1121,20.9,Boeing,767
Meridiana,Air Italy,Boeing 767,4,12,261,4,137,419,38425,22.6,Boeing,767
Monarch Airlines,Monarch Airlines,Boeing 767,565,12,1,1,137,187,0,18,Boeing,767
Oman Air,Oman Air,Boeing 767,565,12,1,1,137,187,0,18,Boeing,767
Qantas Airways,Qantas Airways,Boeing 767,1,12,38,39,137,187,187,10.9,Boeing,767
Qantas Airways,Qantas Freight,Boeing 767,1,12,261,54,137,187,187,18,Boeing,767
Qatar Airways,Qatar Airways,Boeing 767,565,12,2,2,137,187,0,18,Boeing,767
Royal Air Maroc,Royal Air Maroc,Boeing 767,4,12,2,6,137,187,748,16,Boeing,767
S7 Airlines,S7 Airlines,Boeing 767,2,12,261,2,137,187,374,20.6,Boeing,767
SAS Group,Scandinavian Airlines,Boeing 767,565,12,18,18,137,187,0,18,Boeing,767
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 767,565,12,12,12,137,187,0,18,Boeing,767
Skymark Airlines,Skymark Airlines,Boeing 767,565,12,7,7,137,187,0,18,Boeing,767
South African Airways,South African Airways,Boeing 767,565,12,3,3,137,187,0,18,Boeing,767
Thomas Cook Airlines,Condor,Boeing 767,16,12,5,21,137,187,2990,21.3,Boeing,767
Thomas Cook Airlines,Thomas Cook Airlines,Boeing 767,3,12,261,3,137,187,561,21.8,Boeing,767
TUI Group,Thomson Airways,Boeing 767,3,12,10,13,137,187,561,18.2,Boeing,767
TUI Group,TUI Airlines Netherlands,Boeing 767,1,12,261,1,137,187,187,16.9,Boeing,767
TUI Group,TUI Airlines Belgium,Boeing 767,1,12,261,1,137,187,187,16.9,Boeing,767
TUI Group,TUIfly,Boeing 767,1,12,2,3,137,187,187,18.6,Boeing,767
TUI Group,TUIfly Nordic,Boeing 767,1,12,1,2,137,187,187,17.8,Boeing,767
United Airlines,United Airlines,Boeing 767,51,12,31,82,137,187,9532,19.5,Boeing,767
UPS Airlines,UPS,Boeing 767,59,12,261,59,137,187,11027,12.8,Boeing,767
Utair,Utair,Boeing 767,3,12,6,9,137,187,561,15.5,Boeing,767
Vietnam Airlines,Vietnam Airlines,Boeing 767,565,12,17,17,137,187,0,18,Boeing,767
Virgin Atlantic Airways,Virgin Atlantic Airways,Boeing 767,565,12,1,1,137,187,0,18,Boeing,767
WestJet,WestJet,Boeing 767,4,12,261,4,137,187,748,24.5,Boeing,767
Aeroflot,Aeroflot,Boeing 777,15,12,2,17,1,295,4418,2.5,Boeing,777
Aeroflot,Rossiya Airlines,Boeing 777,6,5,1,12,5,295,1767,17.7,Boeing,777
Air Algerie,Air Algerie,Boeing 777,565,12,2,2,137,295,0,18,Boeing,777
Air Canada,Air Canada,Boeing 777,25,12,261,25,137,295,7364,7.1,Boeing,777
Air China,Air China,Boeing 777,29,12,4,33,5,295,8542,6.2,Boeing,777
Air China,Air China Cargo,Boeing 777,8,12,261,8,137,295,2356,2.3,Boeing,777
Air France/KLM,Air France,Boeing 777,70,12,1,71,137,295,20619,11.2,Boeing,777
Air France/KLM,KLM,Boeing 777,27,2,261,29,137,295,7953,8.7,Boeing,777
Air India,Air India,Boeing 777,15,3,9,27,3,295,4418,7.7,Boeing,777
Air New Zealand,Air New Zealand,Boeing 777,15,12,261,15,137,295,4418,7.9,Boeing,777
Alitalia,Alitalia,Boeing 777,11,12,261,11,1,295,3240,13.6,Boeing,777
All Nippon Airways,All Nippon Airways,Boeing 777,55,12,2,57,26,295,16200,12,Boeing,777
American Airlines,American Airlines,Boeing 777,67,12,261,67,137,295,19735,12.1,Boeing,777
Asiana Airlines,Asiana Airlines,Boeing 777,11,12,2,13,137,295,3240,10.1,Boeing,777
Cathay Pacific,Cathay Pacific,Boeing 777,70,12,261,70,137,295,20619,8,Boeing,777
China Airlines,China Airlines,Boeing 777,10,12,261,10,137,295,2946,1.6,Boeing,777
China Eastern Airlines,China Eastern Airlines,Boeing 777,16,12,261,16,5,295,4713,1.2,Boeing,777
China Eastern Airlines,China Cargo Airlines,Boeing 777,6,12,261,6,137,295,1767,6.2,Boeing,777
China Southern Airlines,China Southern Airlines,Boeing 777,26,12,6,32,137,295,7658,5.9,Boeing,777
Delta Airlines,Delta Airlines,Boeing 777,18,12,1,19,137,295,5302,11.9,Boeing,777
EgyptAir,EgyptAir,Boeing 777,9,12,2,11,137,295,2651,9.7,Boeing,777
El Al,El Al,Boeing 777,6,12,261,6,137,295,1767,13.5,Boeing,777
Emirates,Emirates,Boeing 777,159,5,10,174,177,295,46833,6.4,Boeing,777
Ethiopian Airlines,Ethiopian Airlines,Boeing 777,16,12,261,16,137,295,4713,3.6,Boeing,777
Etihad Airways,Etihad Airways,Boeing 777,30,12,5,35,30,295,8837,6.2,Boeing,777
EVA Air,EVA Air,Boeing 777,29,12,261,29,12,295,8542,5.3,Boeing,777
FedEx Express,FedEx Express,Boeing 777,27,16,261,43,16,295,7953,5.3,Boeing,777
Garuda Indonesia,Garuda Indonesia,Boeing 777,10,12,4,14,137,295,2946,2.3,Boeing,777
Grupo Aeromexico,Aeromexico,Boeing 777,4,12,261,4,137,295,1178,12.9,Boeing,777
Gulf Air,Gulf Air,Boeing 777,565,12,4,4,137,295,0,18,Boeing,777
IAG,British Airways,Boeing 777,58,12,3,61,137,295,17084,14.4,Boeing,777
Japan Airlines,Japan Airlines,Boeing 777,40,12,6,46,137,295,11782,13.4,Boeing,777
Jet Airways,Jet Airways,Boeing 777,9,12,1,10,137,295,2651,9.3,Boeing,777
Kenya Airways,Kenya Airways,Boeing 777,565,12,7,7,137,295,0,18,Boeing,777
Korean Air,Korean Air,Boeing 777,48,1,4,53,14,295,14138,7.5,Boeing,777
Korean Air,Jin Air,Boeing 777,4,12,261,4,137,295,1178,10.7,Boeing,777
LATAM Airlines Chile,LATAM Airlines Brazil,Boeing 777,10,12,261,10,137,295,2946,5.7,Boeing,777
LATAM Airlines Chile,LATAM Cargo Chile,Boeing 777,2,12,261,2,137,295,589,7.6,Boeing,777
Lufthansa,Lufthansa,Boeing 777,565,12,261,54,34,295,0,18,Boeing,777
Lufthansa,Lufthansa Cargo,Boeing 777,5,12,261,5,137,295,1473,2.7,Boeing,777
Lufthansa,Austrian Airlines,Boeing 777,5,12,261,5,1,295,1473,16.2,Boeing,777
Lufthansa,Swiss International Airlines,Boeing 777,6,1,261,7,137,295,1767,0.7,Boeing,777
Malaysia Airlines,Malaysia Airlines,Boeing 777,565,12,17,17,137,295,0,18,Boeing,777
Pakistan International Airlines,Pakistan International Airlines,Boeing 777,11,12,261,11,137,295,3240,11.2,Boeing,777
Philippine Airlines,Philippine Airlines,Boeing 777,8,12,261,8,137,295,2356,3.7,Boeing,777
Qatar Airways,Qatar Airways,Boeing 777,43,12,261,43,70,295,12666,5.2,Boeing,777
Qatar Airways,Qatar Airways Cargo,Boeing 777,11,12,261,11,5,295,3240,3.2,Boeing,777
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 777,54,3,261,57,2,295,15906,8.9,Boeing,777
Singapore Airlines,Singapore Airlines,Boeing 777,54,12,31,85,137,295,15906,10.6,Boeing,777
Thai Airways,Thai Airways,Boeing 777,32,12,9,41,137,295,9426,10.1,Boeing,777
Turkish Airlines,Turkish Airlines,Boeing 777,32,1,6,39,2,295,9426,3.2,Boeing,777
United Airlines,United Airlines,Boeing 777,74,14,8,96,14,295,21797,17.5,Boeing,777
Vietnam Airlines,Vietnam Airlines,Boeing 777,4,12,6,10,137,295,1178,12.8,Boeing,777
Virgin Australia,Virgin Australia,Boeing 777,5,12,261,5,137,295,1473,7.4,Boeing,777
Lufthansa,Swiss Global Airlines,Boeing 777-300,6,12,261,54,4,320,1921,18,Boeing,777-300
Aeroflot,Aeroflot,Boeing 787,565,12,261,54,22,265,0,18,Boeing,787 Dreamliner
Air Algerie,Air Algerie,Boeing 787,565,12,261,54,8,265,0,18,Boeing,787 Dreamliner
Air Astana,Air Astana,Boeing 787,565,12,261,54,3,265,0,18,Boeing,787 Dreamliner
China Eastern Airlines,China Eastern Airlines,Boeing 787,565,12,261,54,15,265,0,18,Boeing,787 Dreamliner
El Al,El Al,Boeing 787,565,12,261,16,137,265,0,18,Boeing,787 Dreamliner
EVA Air,EVA Air,Boeing 787,565,12,261,54,24,265,0,18,Boeing,787 Dreamliner
Gulf Air,Gulf Air,Boeing 787,565,12,261,54,16,265,0,18,Boeing,787 Dreamliner
Iceland Air Group,Iceland Air Group,Boeing 787,565,12,261,54,1,265,0,18,Boeing,787 Dreamliner
Jet Airways,Jet Airways,Boeing 787,565,12,261,54,10,265,0,18,Boeing,787 Dreamliner
LATAM Airlines Chile,LATAM Airlines Peru,Boeing 787,3,12,261,54,137,265,795,18,Boeing,787 Dreamliner
Pakistan International Airlines,Pakistan International Airlines,Boeing 787,565,12,261,54,8,265,0,18,Boeing,787 Dreamliner
Qantas Airways,Qantas Airways,Boeing 787,565,12,261,54,8,265,0,18,Boeing,787 Dreamliner
Singapore Airlines,Singapore Airlines,Boeing 787,565,12,261,54,30,265,0,18,Boeing,787 Dreamliner
Air Canada,Air Canada,Boeing 787 Dreamliner,21,3,261,24,16,265,5567,1.4,Boeing,787 Dreamliner
Air China,Air China,Boeing 787 Dreamliner,7,1,261,8,9,265,1856,0.4,Boeing,787 Dreamliner
Air Europa,Air Europa,Boeing 787 Dreamliner,3,4,1,8,21,265,795,0.5,Boeing,787 Dreamliner
Air France/KLM,Air France,Boeing 787 Dreamliner,1,12,261,1,13,265,265,0.1,Boeing,787 Dreamliner
Air France/KLM,KLM,Boeing 787 Dreamliner,8,3,261,11,13,265,2121,0.7,Boeing,787 Dreamliner
Air India,Air India,Boeing 787 Dreamliner,22,5,261,27,5,265,5832,3.1,Boeing,787 Dreamliner
Air New Zealand,Air New Zealand,Boeing 787 Dreamliner,9,1,261,10,3,265,2386,1.7,Boeing,787 Dreamliner
All Nippon Airways,All Nippon Airways,Boeing 787 Dreamliner,56,3,261,59,27,265,14846,2.6,Boeing,787 Dreamliner
American Airlines,American Airlines,Boeing 787 Dreamliner,20,6,261,26,22,265,5302,1.2,Boeing,787 Dreamliner
Avianca,Avianca,Boeing 787 Dreamliner,9,2,261,11,6,265,2386,1.5,Boeing,787 Dreamliner
China Southern Airlines,China Southern Airlines,Boeing 787 Dreamliner,10,12,261,10,12,265,2651,3.3,Boeing,787 Dreamliner
Delta Airlines,Delta Airlines,Boeing 787 Dreamliner,565,12,261,54,18,265,0,18,Boeing,787 Dreamliner
Ethiopian Airlines,Ethiopian Airlines,Boeing 787 Dreamliner,16,3,261,19,7,265,4242,2.5,Boeing,787 Dreamliner
Etihad Airways,Etihad Airways,Boeing 787 Dreamliner,10,2,261,12,62,265,2651,1.1,Boeing,787 Dreamliner
Grupo Aeromexico,Aeromexico,Boeing 787 Dreamliner,12,2,261,14,3,265,3181,1.9,Boeing,787 Dreamliner
Hainan Airlines,Hainan Airlines,Boeing 787 Dreamliner,18,3,261,21,8,265,4772,1.8,Boeing,787 Dreamliner
IAG,British Airways,Boeing 787 Dreamliner,23,1,261,24,20,265,6097,1.6,Boeing,787 Dreamliner
Japan Airlines,Japan Airlines,Boeing 787 Dreamliner,31,6,261,37,14,265,8218,2.6,Boeing,787 Dreamliner
Kenya Airways,Kenya Airways,Boeing 787 Dreamliner,7,12,2,9,137,265,1856,2.4,Boeing,787 Dreamliner
Korean Air,Korean Air,Boeing 787 Dreamliner,565,3,261,3,10,265,0,18,Boeing,787 Dreamliner
LATAM Airlines Chile,LATAM Airlines Chile,Boeing 787 Dreamliner,22,1,261,23,10,265,5832,2,Boeing,787 Dreamliner
LOT Polish Airlines,LOT Polish Airlines,Boeing 787 Dreamliner,6,1,261,7,2,265,1591,3.6,Boeing,787 Dreamliner
Norwegian Air,Norwegian Long Haul,Boeing 787 Dreamliner,12,12,261,11,32,265,3181,2.2,Boeing,787 Dreamliner
Norwegian Air,Norwegian UK,Boeing 787 Dreamliner,1,12,261,1,137,265,265,0.5,Boeing,787 Dreamliner
Oman Air,Oman Air,Boeing 787 Dreamliner,4,1,261,5,21,265,1060,1.4,Boeing,787 Dreamliner
Qantas Airways,Jetstar Airways,Boeing 787 Dreamliner,11,12,261,11,137,265,2916,2.4,Boeing,787 Dreamliner
Qatar Airways,Qatar Airways,Boeing 787 Dreamliner,30,12,261,30,30,265,7953,2.4,Boeing,787 Dreamliner
Royal Air Maroc,Royal Air Maroc,Boeing 787 Dreamliner,5,12,261,5,137,265,1326,0.9,Boeing,787 Dreamliner
Royal Jordanian,Royal Jordanian,Boeing 787 Dreamliner,6,1,261,7,23,265,1591,1.9,Boeing,787 Dreamliner
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 787 Dreamliner,4,4,261,8,4,265,1060,0.9,Boeing,787 Dreamliner
Thai Airways,Thai Airways,Boeing 787 Dreamliner,6,12,261,6,2,265,1591,2,Boeing,787 Dreamliner
TUI Group,Thomson Airways,Boeing 787 Dreamliner,10,1,261,11,3,265,2651,2.5,Boeing,787 Dreamliner
TUI Group,TUI Airlines Netherlands,Boeing 787 Dreamliner,3,12,261,3,137,265,795,2.1,Boeing,787 Dreamliner
TUI Group,TUI Airlines Belgium,Boeing 787 Dreamliner,1,12,261,1,137,265,265,3.1,Boeing,787 Dreamliner
United Airlines,United Airlines,Boeing 787 Dreamliner,30,2,261,32,29,265,7953,2.2,Boeing,787 Dreamliner
Vietnam Airlines,Vietnam Airlines,Boeing 787 Dreamliner,10,1,261,11,9,265,2651,0.9,Boeing,787 Dreamliner
Virgin Atlantic Airways,Virgin Atlantic Airways,Boeing 787 Dreamliner,13,4,261,17,137,265,3446,1.3,Boeing,787 Dreamliner
Korean Air,Korean Air,Bombardier BD-500 CSeries,565,1,261,1,137,82,0,18,Bombardier ,BD-500 CSeries
Lufthansa,Swiss International Airlines,Bombardier BD-500 CSeries,4,2,261,6,137,82,328,0.3,Bombardier,BD-500 CSeries
Qatar Airways,Qatar Executive,Bombardier Challenger 605,3,12,261,54,137,33,98,18,Bombardier ,Challenger 605
Delta Airlines,Delta Airlines,Bombardier CS100,565,12,261,54,75,72,0,18,Bombardier,CS100
Gulf Air,Gulf Air,Bombardier CS100,565,12,261,54,10,72,0,18,Bombardier,CS100
Lufthansa,Swiss Global Airlines,Bombardier CS100,4,12,261,54,11,72,287,18,Bombardier,CS100
Air Canada,Air Canada,Bombardier CS300,565,12,261,54,45,72,0,18,Bombardier,CS300
Korean Air,Korean Air,Bombardier CS300,565,12,261,54,10,72,0,18,Bombardier,CS300
Lufthansa,Swiss Global Airlines,Bombardier CS300,565,12,261,54,15,72,0,18,Bombardier,CS300
Qatar Airways,Qatar Executive,Bombardier Global 5000,4,12,261,54,137,50,202,18,Bombardier ,Global 5000
Qatar Airways,Qatar Executive,Bombardier Global 7000/8000,565,12,261,54,10,50,0,18,Bombardier,Global 7000/8000
Qatar Airways,Qatar Executive,Bombardier Global XRS,1,12,261,54,137,56,56,18,Bombardier,Global XRS
Air New Zealand,Air New Zealand Link,Bombardier Q300,23,12,261,23,137,31,720,10.2,Bombardier,Q300
Jazz Airlines,Jazz Airlines,Bombardier Q400 Nextgen,39,12,8,8,10,31,1221,18,Bombardier, Q400 Nextgen
Qantas Airways,Qantas Freight,British Aerospace BAe 146,4,12,261,54,137,14,54,18,British Aerospace BAe,146
Aegean Airlines,Aegean Airlines,British Aerospace BAe 146/Avro RJ,565,12,6,6,137,14,0,18,British Aerospace BAe, 146/Avro RJ
Air Berlin,Air Berlin,British Aerospace BAe 146/Avro RJ,565,12,4,4,137,14,0,18,British Aerospace BAe,146/Avro RJ
Air China,Air China,British Aerospace BAe 146/Avro RJ,565,12,4,4,137,14,0,18,British Aerospace BAe,146/Avro RJ
Air France/KLM,Air France,British Aerospace BAe 146/Avro RJ,565,12,3,3,137,14,0,18,British Aerospace BAe,146/Avro RJ
Air France/KLM,Transavia,British Aerospace BAe 146/Avro RJ,565,12,1,1,137,14,0,18,British Aerospace BAe,146/Avro RJ
Air New Zealand,Air New Zealand Link,British Aerospace BAe 146/Avro RJ,565,12,8,8,137,14,0,18,British Aerospace BAe,146/Avro RJ
Air Wisconsin,Air Wisconsin,British Aerospace BAe 146/Avro RJ,565,12,26,26,137,14,0,18,British Aerospace BAe,146/Avro RJ
American Airlines,American Airlines,British Aerospace BAe 146/Avro RJ,565,12,8,8,137,14,0,18,British Aerospace BAe,146/Avro RJ
China Eastern Airlines,China Eastern Airlines,British Aerospace BAe 146/Avro RJ,565,12,13,13,137,14,0,18,British Aerospace BAe,146/Avro RJ
EVA Air,Uni Air,British Aerospace BAe 146/Avro RJ,565,12,4,4,137,14,0,18,British Aerospace BAe,146/Avro RJ
Flybe,Flybe,British Aerospace BAe 146/Avro RJ,565,12,24,24,137,14,0,18,British Aerospace BAe,146/Avro RJ
IAG,British Airways,British Aerospace BAe 146/Avro RJ,565,12,4,4,137,14,0,18,British Aerospace BAe,146/Avro RJ
IAG,BA CityFlyer,British Aerospace BAe 146/Avro RJ,565,12,12,12,137,14,0,18,British Aerospace BAe,146/Avro RJ
IAG,Air Nostrum/Iberia Regional,British Aerospace BAe 146/Avro RJ,565,12,3,3,137,14,0,18,British Aerospace BAe,146/Avro RJ
IAG,Aer Lingus,British Aerospace BAe 146/Avro RJ,565,12,12,12,137,14,0,18,British Aerospace BAe,146/Avro RJ
Jet2,Jet2,British Aerospace BAe 146/Avro RJ,565,12,1,1,137,14,0,18,British Aerospace BAe,146/Avro RJ
Lufthansa,Lufthansa CityLine,British Aerospace BAe 146/Avro RJ,565,12,23,23,137,14,0,18,British Aerospace BAe,146/Avro RJ
Lufthansa,Eurowings,British Aerospace BAe 146/Avro RJ,565,12,18,18,137,14,0,18,British Aerospace BAe,146/Avro RJ
Lufthansa,Air Dolomiti,British Aerospace BAe 146/Avro RJ,565,12,6,6,137,14,0,18,British Aerospace BAe,146/Avro RJ
Lufthansa,Brussels Airlines,British Aerospace BAe 146/Avro RJ,8,12,25,33,137,14,109,18.3,British Aerospace BAe,146/Avro RJ
Lufthansa,Swiss International Airlines,British Aerospace BAe 146/Avro RJ,9,12,16,25,137,14,122,18.2,British Aerospace BAe,146/Avro RJ
Lufthansa,Brussels Airlines,British Aerospace BAe 146/Avro RJ,8,12,25,33,137,14,109,18.3,British Aerospace BAe,146/Avro RJ
Meridiana,Air Italy,British Aerospace BAe 146/Avro RJ,565,12,11,11,137,419,38425,18,British Aerospace BAe,146/Avro RJ
Qantas Airways,QantasLink,British Aerospace BAe 146/Avro RJ,565,12,19,19,137,14,0,18,British Aerospace BAe,146/Avro RJ
Qantas Airways,Australian Air Express,British Aerospace BAe 146/Avro RJ,3,12,261,3,137,14,41,28.7,British Aerospace BAe,146/Avro RJ
SAS Group,Scandinavian Airlines,British Aerospace BAe 146/Avro RJ,565,12,7,7,137,14,0,18,British Aerospace BAe,146/Avro RJ
Thai Airways,Thai Airways,British Aerospace BAe 146/Avro RJ,565,12,11,11,137,14,0,18,British Aerospace BAe,146/Avro RJ
Turkish Airlines,Turkish Airlines,British Aerospace BAe 146/Avro RJ,565,12,14,14,137,14,0,18,British Aerospace BAe,146/Avro RJ
Air Wisconsin,Air Wisconsin,British Aerospace BAe ATP,565,12,10,10,137,14,0,18,British Aerospace BAe,ATP
